"(Post-CDA closure) I am the CDA trustee and was notified that there is excess CDA balance to be refunded. However, I am divorced and my ex-husband/ex-wife has care and control of my child. Can I receive the excess CDA balance?","Based on the Child Development Co-Savings Act or CDCA, the parent who has care and control of the child shall be the CDA trustee. 

If the care and control of the child has changed (by mutual agreement or a court order) before the CDA was closed on 31 December of the year your child turns 12, you can write to MSF (MSF_babybonus@msf.gov.sg) along with the relevant supporting documents."
"(Post-CDA closure) My spouse is the CDA trustee and was notified that there is excess CDA balance to be refunded. We are in the midst of divorce and as I am caring for the child, can I receive the excess CDA balance?","Excess CDA balance will be credited to the bank account as nominated by the CDA trustee.

Based on the Child Development Co-Savings Act (CDCA), the parent who has care and control of the child shall be the CDA trustee. 

If the care and control of the child has changed (by mutual agreement or a court order) before the CDA was closed on 31 December of the year your child turns 12, you can write to MSF (MSF_babybonus@msf.gov.sg) along with the relevant supporting documents."
(Pre-CDA closure) I am the CDA trustee but I am divorced. My ex-husband/ex-wife has care and control of my child. Do I need to change the CDA trustee?,"Based on the Child Development Co-Savings Act (CDCA), the parent who has care and control of the child shall be the CDA trustee. If you have not changed CDA trustee to the person with care and control of the child, please submit a request to do so by following these steps:-

 1. Go to Baby Bonus Online (BBO) (www.babybonus.msf.gov.sg/parent)
    
    
 2. Click “View/Update My Baby Bonus Details” and log in with your SingPass
    
    
 3. If it is your first log-in, please update “User Profile” with your contact details in order to see the options available to you. 
    
    
 4. Click ‘Request to change CDA Trustee’ 
    
    
 5. Complete online form and click ‘Submit’
    
    As your child’s CDA will be closed on 31 December of the year your child turns 12, you have to submit your request online by the deadline indicated in the letter sent by MSF.
    
    If you do not have access to BBO, you can write to MSF (MSF_babybonus@msf.gov.sg) along with the relevant supporting documents."
(Pre-CDA closure) My spouse is the CDA trustee. We are in the midst of divorce and I am caring for the child. Can I change the CDA trustee to myself?,"Based on the Child Development Co-Savings Act (CDCA), the parent who has care and control of the child shall be the CDA trustee. 

If you have care and control of the child, you may wish to discuss with the current CDA trustee to change the trustee to you. The trustee may submit a request online by following these steps: - 

 1. Go to Baby Bonus Online (BBO) (www.babybonus.msf.gov.sg/parent)
    
    
 2. Click “View/Update My Baby Bonus Details” and log in with your SingPass
    
    
 3. If it is your first log-in, please update “User Profile” with your contact details in order to see the options available to you. 
    
    
 4. Click ‘Request to change CDA Trustee’ 
    
    
 5. Complete online form and click ‘Submit’
    
    As your child’s CDA will be closed on 31 December of the year your child turns 12, you have to submit your request online by the deadline indicated in the letter sent by MSF. 
    
    

If you do not have access to BBO, you can write to MSF (MSF_babybonus@msf.gov.sg) along with the relevant supporting documents."
I have received MSF’s letter informing me that my child’s/ward’s CDA has excess balance to be returned. What do I need to do next?,"To submit your bank details to receive your refund, please follow the instructions in MSF’s letter sent to your residential address. 

Alternatively if the CDA trustee has SingPass:

 1. Click “View/Update My Baby Bonus Details” on Baby Bonus Online. 
 2. Log in with SingPass. 
 3. Click “Crediting of excess CDA balance”."
My child’s CDA trustee is a third party and I would like to change the trustee to myself/my spouse. How can I change CDA trustee?,"To change the Child Development Account (CDA) trustee, the current trustee must log in with his or her SingPass and use the 'Change CDA Trustee' option found in ‘View/Update My Baby Bonus Details’ on the Baby Bonus Online. 

You also check the status of your request by selecting 'Services Status'

The bank will be updated within 2 weeks after the new CDA trustee has accepted the terms and conditions. If the new trustee does not accept the terms and conditions within 28 days, you have to go online to submit another request.

If the CDA trustees are not Singapore Citizens or the CDA trustees are unable to submit a request online, the CDA trustees or requestors must submit a request for change of CDA bank using this form. Simply enter “CDA trustee or Cash Gift Bank account holder” in the ‘Subject field and key in your details. A form will be sent to the CDA trustee and his or her spouse to complete.

We will send a SMS or email link to the newly nominated CDA trustee to accept the terms and conditions of the CDA bank.

If the new CDA trustee is a foreigner or a third-party, they will receive a letter for change of CDA Trustee from MSF that allows them to update the bank."
My child’s CDA will be closing this year. Can I still change my child’s CDA trustee?," You do not need to change CDA trustee, unless there has been a change in care and control arrangements for your child. 

When the CDA is closed, the CDA balance will be transferred to your child’s Post-Secondary Education Account or PSEA under the Ministry of Education (MOE), subject to a cap."
The CDA trustee is a third party. Who will receive the excess CDA balance to be refunded?,"If there is excess CDA balance to be returned, it will be credited to the bank account as nominated by the CDA trustee."
What can the PSEA funds be used on?,"The funds in the PSEA can be used by your child and his/her sibling for post-secondary education at the locally based ITE, polytechnics and universities. 

For more information on how to use the PSEA, you may wish to visit Ministry of Education's website."
What happens to the CDA balance after my child’s CDA is closed?,"When the CDA is closed, unused funds will be automatically transferred to your child’s Post-Secondary Education Account (PSEA) under the Ministry of Education (MOE), subject to a cap. 

MOE will inform you of the amount transferred to the PSEA within 3 months from CDA closure. MSF will notify CDA trustees if there is excess CDA balance to be returned. 

For more information on PSEA, please visit the MOE’s website."
What is my CDA remaining cap for dollar-for-dollar Government matching?,"For children born between 1 Jan 2008 and 16 Aug 2008, only children of the second to fourth birth order are entitled to the dollar-for-dollar Government matching in the Child Development Account (CDA).



You can check the remaining Government matching cap by following these steps:

 * Go to Baby Bonus Online (BBO) (www.babybonus.msf.gov.sg/parent)
   
   
 * Click “View/Update My Baby Bonus Details” and log in with your SingPass
   
   
 * If you are login in to Baby Bonus Parent Portal for the first time, please update your profile in order to see more information. 
   
   
 * Click “View Statement” at Family View for the remaining cap amount."
What is my child’s CDA closing balance?,"You can view the transactions made in your Child Development Account or CDA in the monthly statement sent by your CDA bank, or through Internet Banking. 

You may also go to 'View Statement Summary' on the Baby Bonus Online, log in using your SingPass, and select 'View Statement ' to view the CDA payment details and “Remaining Cap Amount”. 

 

For a quick guide on the opening of a CDA and your child’s benefits, you can check out this video under #BiteSizedBabyBonus in Baby Bonus Parenting Resources Facebook Page."
What is the maximum CDA balance that will be transferred to my child’s Post-Secondary Education Account or PSEA?,"The maximum amount that can be transferred to the PSEA is based on the sum of the Government matching cap, the deposits made by parents or third parties up to the Government matching cap, any Child Development Credit and any accrued interest. Any CDA balance above this cap will be refunded to the CDA trustee. MSF will notify the CDA trustee about the refund arrangement by early next year (around Feb) after the CDA has closed."
"When will I be informed whether there is excess CDA balance to be returned, and how can I inform MSF which bank account to receive the funds?","MSF will notify CDA trustees if there is excess CDA balance to be returned and how you may receive the funds by early next year (around Feb), after the CDA has closed."
Will I still be able to receive dollar-for-dollar matching contributions from the Government after the CDA is closed?,"If your child is eligible for CDA dollar-for-dollar matching and you have not saved up to the matching cap by the time the CDA is closed, you may continue to save in the PSEA until your child turns 18 years old to receive the remaining dollar-for-dollar Government matching. 

For more information on PSEA, please visit the Ministry of Education's website"
How do I apply to provide the Baby Bonus NETS service?,"Approved Institutions (AI) that need to enable the Baby Bonus NETS service on their NETS terminal must submit the NETS Service Application Form with their Accounting and Corporate Regulatory Authority (ACRA) Registration Number, and a copy of the 'MSF Letter of Approval' to:

NETS Sales & Customer Service Contact Centre
298 Tiong Bahru Road #02-01
Central Plaza Singapore 168730

You can obtain the NETS Service Application Form from the Approved Institution Portal. The form can be found at the bottom of the webpage. MSF will send the Letter of Approval to the Approved Institution within 3 weeks from acceptance of Terms and Conditions."
My organisation is a NETS merchant. Will there be additional fees to provide the Baby Bonus NETS service?,You need to be an Approved Institution (AI) to apply for the Baby Bonus NETS service. There is no change to your existing transaction charges and terminal subscription fees for the Baby Bonus NETS service.
How can my organisation apply to be a Baby Bonus Approved Institution (AI)?,"For an organisation to be a Baby Bonus AI, please apply through the Baby Bonus Online AI Portal by following these steps:
• Select ‘Join Using CorpPass’
• Complete all fields in capital letters
• Ensure that the UEN and Institution Code are entered correctly

The applicant must be the Authorised Person (AP) to transact on behalf of your company.

If the application is successful, the AP will receive an email notification to accept the Approved Person/Institution Terms and Conditions within 3 working days from the application.A Letter of Approval and Baby Bonus stickers will also be sent to your company’s address within 3 weeks. You can then apply for the CDA GIRO with the bank and/or enable the Baby Bonus NETS service on your NETS terminals.Please note that:
• If your organisation is a newly licensed early child-hood development centre, the AP will not be required to submit a new application to be an AI. The AP will automatically receive an invitation to accept the AI status for each outlet.
• For other organisations, the AP must submit an application for each outlet."
How much does an organisation need to pay to register as an Approved Institution (AI) with MSF?,No payment is required to register as an Approved Institution (AI) with MSF.
"I have entered the UEN using 'Join as an Approved Institution (AI)' service, but your system does not have matching records of my UEN. Can I still submit my application?","If the system does not have a record of your UEN, you can still proceed to apply to join as an AI. Please complete all other mandatory fields in the application and MSF will verify your records."
"I have entered the UEN using the 'Join as Approved Institution (AI)' service, but your system indicated that my UEN is invalid. What should I do?","To join as an AI, please verify your UEN again if the system prompts that your UEN is invalid. If you are unsure, please check with the Accounting and Corporate Regulatory Authority (ACRA)."
Is there a validity period to be a Baby Bonus Approved Institution (AI)?,"There is no validity period to be an AI. However, the approval granted by the MSF is subject to compliance with the Approved Person/Institution Terms and Conditions."
Why is my Approved Institution (AI) application not approved?,"If your institution has been licensed or registered with the relevant governing body but your application for AI is not approved, please submit a new application to the MSF using the correct UEN and Institution Code.

For your reference, here are some examples:
• Early Childhood Development Centre code issued by the Early Childhood Development Agency (ECDA) (PT1234)
• Ministry of Education (MOE) kindergarten or MOE kindergarten care code issued by the MOE (KM0123)
• Healthcare Institution (HI) code issued by the Minis-try of Health (MOH) (1234567)
• Early Intervention (EI) Registration Number for Early Intervention Programme issued by MSF / Early Childhood Development Agency (ECDA) (EP12345)
• Pharmacy Certificate Number issued by the Health Sciences Authority (HSA)
If you are unsure of your UEN, you may wish to check your UEN with the ACRA.

If you are unsure of your institution code, please check with the Governing body or write in to us using this form. Simply enter ‘Baby Bonus Approved Institution’ in the Subject field and key in your details."
How do I find out more information about Approved Institutions (AI)?,"To find more about Approved Institutions (AIs), please visit our Approved Institution Portal."
"If an Approved Institution (AI) makes a refund into the CDA, how long will the process take before I receive the refund?"," You may want to check with the AI directly on the processes. 

Note that the refund must be made into the CDA within one month from the date agreed upon by both the CDA trustee and the AI."
My centre is an Approved Institution (AI). Can I request for additional Baby Bonus AI sticker?,"If you would like to request for additional Baby Bonus AI sticker, please send us your request by using this form. Simply enter ‘Request for Baby Bonus AI sticker’ in the Subject field and key in your AI details and uses for the sticker."
Who do I contact for enquiries and feedback on Approved Institution (AI)?,"For enquiries and feedback on AI, you may write to us using this form. Simply enter ‘Baby Bonus Approved Institution’ in the Subject field. Alternatively, you may call the Baby Bonus hotline at 1800 253 7707 or (+65) 6253 7707 if you are overseas.

For enquiries on Banks' Child Development Account (CDA) Products & Baby Bonus Cards, please contact:DBS Bank at 1800 339 6666 
or visit their website at http://www.dbs.com.sg/OCBC Bank at 1800 438 6088 
or visit their website at www.ocbc.com/babybonusUOB at 1800 222 2121 
or visit their website at http://www.uob.com.sg/Baby Bonus NETS Service
Sales & Customer Service Centre at 6274 1212
or visit their website at http://www.nets.com.sg/"
Are eligible institutions required to register all of its business entities/centres belonging to the same Company as a Baby Bonus AI?,"Under the Approved Person/Institution Terms and Conditions, each business outlet or centre belonging to the same eligible institution must be independently registered as AI before it can deduct funds from the CDA for approved uses.

For example, if a company owns 3 business outlets in Ang Mo Kio, Bedok, and Clementi, all three outlets must be registered independently as an AI before they can deduct funds from the CDA for approved uses."
How can I check whether my organisation is eligible to be a Baby Bonus Approved Institution?,You can check your organisation's eligibility to be a Baby Bonus Approved Institution on the Approved Institution Portal.
What is a Baby Bonus Approved Institution (AI)?,An AI is any approved educational or healthcare institution registered with MSF under the Baby Bonus Scheme. Parents can use funds in their child’s CDA to make payment for approved uses at Baby Bonus AI.
Who can apply to be a Baby Bonus Approved Institution (AI)?,"The following organisations are eligible to apply to be a Baby Bonus AI:

● Early childhood development centre which holds a licence under the Early Childhood Development Centres Act
● Preschool or special education school registered with the Committee for Private Education (CPE) as a Private Education Institution
● Special education school registered with Ministry of Education (MOE)
● MOE Kindergarten and MOE kindergarten Care 
● Early intervention programme registered with MSF/Early Childhood Development Agency (ECDA)
● Assistive technology device provider registered either with National Council of Social Service (NCSS), the Ministry of Health (MOH) or Accounting and Corporate Regulatory Authority ( ACRA)
● Hospital or clinic licensed by the Ministry of Health (MOH)
● Pharmacy registered with the Health Sciences Authority (HSA)
● Optical shop registered ACRA"
I am a CorpPass user and I have registered my entity as an AI on behalf of my Approved Person (AP). How can I complete the Approved Institution (AI) acceptance process?,"The AI acceptance can only be made by your entity's AP. The AP will receive a notification to complete the AI acceptance. 

If your AP has a CorpPass, he or she can login to complete the acceptance. Otherwise, your entity's nominated CorpPass administrator has to assign the AP the user role for ‘Baby Bonus Approved Institutions (BBAI) digital service’ on the CorpPass website."
